StudyInstanceUID,ImageUID
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.4
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.19
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.192
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.123
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.91
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.87
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.208
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.163
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.58
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.298
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.175
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.176
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.148
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.114
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.296
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.133
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.158
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.12
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.126
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.34
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.150
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.259
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.98
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.118
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.122
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.14
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.227
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.59
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.172
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.288
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.293
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.63
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.29
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.173
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.72
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.65
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.261
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.210
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.258
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.33
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.237
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.193
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.233
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.264
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.2
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.170
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.145
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.284
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.195
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.183
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.299
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.39
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.277
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.246
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.153
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.217
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.18
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.77
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.154
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.243
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.162
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.190
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.11
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.27
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.48
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.23
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.137
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.177
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.116
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.182
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.250
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.200
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.212
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.189
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.249
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.35
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.109
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.151
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.281
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.80
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.279
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.287
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.86
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.226
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.196
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.247
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.228
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.106
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.214
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.184
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.302
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.112
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.262
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.311
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.38
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.60
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.92
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.290
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.1
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.255
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.324
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.56
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.32
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.128
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.309
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.216
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.25
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.310
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.219
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.168
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.119
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.54
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.245
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.251
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.319
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.85
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.313
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.155
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.260
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.257
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.8
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.267
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.303
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.93
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.24
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.111
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.321
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.30
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.215
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.213
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.43
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.115
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.152
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.278
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.138
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.89
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.99
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.16
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.194
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.120
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.37
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.132
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.78
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.270
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.144
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.67
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.156
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.207
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.82
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.316
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.61
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.263
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.124
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.20
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.73
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.66
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.22
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.312
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.3
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.276
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.308
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.224
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.317
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.127
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.314
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.130
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.186
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.52
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.282
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.40
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.306
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.283
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.178
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.6
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.96
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.166
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.44
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.188
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.266
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.131
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.234
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.97
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.197
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.230
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.271
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.105
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.26
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.236
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.70
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.15
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.121
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.146
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.141
1.2.840.113619.2.332.3.669520.387.1590710312.704,1.2.840.113619.2.332.3.669520.387.1590710313.118.300
